,id,type,name,description,yearpublished,minplayers,maxplayers,playingtime,minage,usersrated,average,rank,categories,mechanics,designers,artists,publishers
679,760,boardgame,Battle Line,"Two opponents face off across a 'battle line' and attempt to win the battle by taking 5 of 9 flags or 3 adjacent flags. Flags are decided by placing cards into 3 card poker-type hands on either side of the flag (similar to straight flush, 3 of a kind, straight, flush, etc). The side with the highest 'formation' of cards wins the flag.

This is a rethemed version of Schotten Totten with different graphics and wooden flag bits in place of the boundary stone cards.  Game play is identical, except the cards run from 1 to 10 (not 9), you hold seven cards in your hand (not 6), and the rule that stones may only be claimed at the start of your turn is presented as an ""advanced variant"". Also the tactics cards were introduced by Battle Line; these cards were only added to later editions of Schotten-Totten.

Some have reported that the production quality of the cards is inferior to the Schotten Totten cards, however, for most readers Battle Line will be much easier to find in stores.  In the second edition of GMT's Battle Line the card quality is higher.

",2000,2,2,30,12,,,321.0,"['Ancient', 'Card Game']","['Card Play Conflict Resolution', 'Hand Management', 'Melding and Splaying']",['Reiner Knizia'],"['Roland MacDonald', 'Rodger B. MacGowan', 'Mark Simonitch']","['GMT Games', 'Chrononauts Games', 'Kilovolt Design', 'NeoTroy Games', ""Roland's Revenge Games"", 'Swan Panasia Co., Ltd.', 'Wargames Club Publishing', 'Zhiyanjia']"
680,761,boardgame,The Great Brain Robbery,"Welcome to the Old West, Zombie style. The undead line cooks at Friedey's Chuck Wagon are fed up with having only one Brain to pass around. So they've decided to take matters into their own hands and rob a speeding train full of Brains. They'll bring home the best Brain they can find, and then pass that around instead. Hey, no-one said it was a good plan.

This is the fourth game in the Friedey's series, and the first Cheapass board game to come in a sturdy cardboard box. The ""board"" is composed of eight double-sided Train Cars, and the Train grows and shrinks throughout the game. New cars appear in the front as players move forward, and old cars fall off the back, well, sort of randomly. To win the game, you need to find the Brain with the highest IQ before the Train comes to a stop, and defend it from all the other Zombies who'd rather beat you up than find a better Brain on their own. A splendid and imaginative adventure for 3-7 players, illustrated as always by lovable Zombie artist Brian Snoddy.

",2000,3,7,60,10,,,24510.0,"['American West', 'Card Game', 'Fantasy', 'Fighting', 'Horror', 'Trains', 'Zombies']","['Campaign / Battle Card Driven', 'Roll / Spin and Move']",['James Ernest'],['Brian Snoddy'],"['Cheapass Games', 'Truant Spiele']"
681,762,boardgame,Formula C Minus,"With parade season just around the corner, the elite members of the Shryners go-cart squad gathered at a local taco eatery. Tales were told, old parade glories were relived, and many burritos were consumed. With their bellies full of greasy meat, the field of battle awaited. No words need be spoken between these warriors of the speedway. Only one place would quench their need for speed: the go-cart track at the local Golf 'n' Games. Gentlemen start your engines.

",2000,2,6,0,10,,,26351.0,"['Humor', 'Racing']","['Dice Rolling', 'Hand Management', 'Roll / Spin and Move']","['Eric Kriser', 'Chuck Wilhelm']",['Chuck Wilhelm'],['Placebo Press']
682,764,boardgame,Mad Gab,"Mad Gab is a fast-paced party game where teams race to decode hidden phrases disguised as strings of unrelated words. It&rsquo;s not about what you read&mdash;it&rsquo;s about what you hear.

On each turn, one team reads aloud a puzzling phrase like &ldquo;Ace Lip Puff The Tongue&rdquo;&mdash;which, when spoken quickly, sounds like &ldquo;A Slip of the Tongue.&rdquo; Teammates have 30 seconds to guess up to three phrases. If they fail, the opposing team can steal the point.

With a timer ticking and a constant stream of hilarious misheard moments, Mad Gab is perfect for parties and game nights where laughter and fast thinking rule. The game&rsquo;s tagline says it all:
""It&rsquo;s not what you SAY... it&rsquo;s what you HEAR!""

",1996,2,12,45,10,,,29503.0,"['Party Game', 'Word Game']",[],['Terry White'],[],"['Drumond Park Ltd.', 'Mattel, Inc.', 'Mega Bleu', 'Patch Products']"
683,765,boardgame,Space Walk,"A mancala-like game with victory points awarded to surviving space ships. The board consists of a loop of ""black holes"" each separated by 6 intermediate spaces. A move consists of picking up all the space ships of one space and sowing them in a mancala fashion around the board. Ships that fall into a ""black hole"" are lost forever. The game ends when one person has lost all ships.

Several rules twists help make this more than a simple mancala knock off. For one, ships come in 3 sizes (victory points of 4, 3, and 1), and there is a requirement that the bigger ships are sown first. Second, each player has 3 chips that allow an extra move, but are worth 2 victory points if unused. The strategy comes in figuring out how to use your opponent's ships as sacrifices in getting your ships around the black holes.

Awards

1999 Vuoden Perhepeli

",1999,2,5,45,8,,,10920.0,"['Abstract Strategy', 'Science Fiction']",['Mancala'],['Rüdiger Dorn'],['Franz Vohwinkel'],"['Gigamic', 'Morapiaf', 'Ravensburger']"
684,766,boardgame,Regatta,"Regatta, part of the 3M Sports Games series, is a strategic board game that simulates the thrills of yacht racing. Players act as skippers, navigating their yachts through shifting winds and strategic maneuvers to cross the finish line first.

The game incorporates elements such as wind direction changes, tacking decisions, and the use of spinnakers for downwind legs. Players must also consider tactics like blanketing opponents' sails. Different editions of the game offer varied components and suggested courses, enhancing replayability.

Regatta offers an engaging experience for those interested in sailing and strategic gameplay.

The 1968 version includes three islands and 24 cards.  The 1970 version includes a single island and 18 cards.  The suggested courses also vary between editions.

",1967,2,6,60,10,,,6687.0,"['Nautical', 'Racing', 'Sports']","['Bias', 'Roll / Spin and Move']","['Frank Thibault', 'G. W. ""Jerry"" D\'Arcey', ""David D'Arcey""]",['(Uncredited)'],"['3M', 'The Avalon Hill Game Co', 'Klee']"
685,767,boardgame,Keywood,"from Game Cabinet Review:

2 - 5 players attempt to settle and govern a new land of six villages. Each player may only introduce two new villagers per turn across five or six turns total. Villagers start as farmers earning a fixed income. Part of that income may be spent to purchase trade licenses which allow your villagers to set up as traders. Traders earn an income based on the population of their village. Each village must also elect a representative to government each turn. These councilors move to town and have no income for that turn (so much for realism - there is no provision for special interest groups or political action committees!). The government must decide whether to tax the farmers, tax the traders, or revoke one type of trade license. When this session of government breaks up councilors can either pay their own way home or pay a small fee and remain in government for another turn (well, at least that sounds realistic!). Each turn a new marketplace is opened which doubles the income of the host village. The villages bid fiercely for the right to host the new market each turn. Finally, the villagers and traders earn income and pay their taxes. The player that has the most money after the last round of play inherits control of the lands of Keywood and wins the game.

Keywood is Richard Breese's first game in the key series.

",1995,2,5,120,10,,,15630.0,"['Civilization', 'Medieval']","['Area Majority / Influence', 'Voting']",['Richard Breese'],[],['R&D Games']
686,768,boardgame,Keytown,"Described by the Publisher/Designer:

Keytown is a game for two to five players lasting approximately 60 to 75 minutes. Each player controls a team of townsfolk, which they promote as the new leaders of Keytown. In the &lsquo;olden days&rsquo; (in the game Keydom), these teams specialized in different activities: mining, fishing, forestry, brewing, and farming. With the passing of time, the townsfolk became skilled in each of these activities. They then aspired to gain further skills and experience as churchmen, councillors, and tradesmen. With these new skills came seniority, prestige, and high standing amongst their peers.

In the game, the townsfolk and their seniority are represented by numbered tiles. Keytown is played over four rounds. Each round represents a generation in the lives of the townsfolk, during which the townsfolk may work or study in the resource locations, gain new skills in the church, council, or market, or start a family in a cottage. After four generations, one of these teams is destined to emerge as the new leaders of Keytown. The winner of the game is the player whose townsfolk are collectively held in the most esteem at the end of round four.

Like Keydom, contents include full colour board, printed counters, and wooden cubes. Rules and components are in English and German.

Keytown is Richard Breese's third game in the key series.

",2000,2,5,60,12,,,13358.0,['Medieval'],"['Worker Placement, Different Worker Types']",['Richard Breese'],['Juliet Breese'],['R&D Games']
687,769,boardgame,Star Trek Red Alert!,"



        GAME SYSTEM



         This entry is to allow for discussion/rating of the game system as a whole. It is not for a specific product or release. Versions will appear on the individual item pages.





 A Diskwars variant for fighting space battles in the Star Trek universe. Cardboard disks are used as miniatures to represent space ships, crew, and technology.

",2000,2,8,90,10,,,14589.0,"['Collectible Components', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']",['Variable Player Powers'],"['Matthew Colville', 'Darrell Hardy', 'Christian Moore', 'Christian T. Petersen']",[],['Last Unicorn Games']
688,770,boardgame,Loot,"In Loot, players send out their pirates to attack and defend trading ships in order to get the most gold coins. The game box contains 78 cards consisting of  trading ships, pirate ships, captains, and an admiral. Players send out a trading ship on a voyage in which it must survive a round of attacks from other player's pirate ships. You defend your traders with your own pirates and collect the spoils of your attacks elsewhere. The game ends once the draw deck is depleted and one player is out of cards. The player with the most gold coins wins.

Description for the Heidelberger release:

Essen release, 2002. In the nice small black box, with embossed lettering. This game has 25 Trade ships worth different amounts of gold (from 2 to 8), 48 Pirate ships, 12 each in 4 colors. The Pirate ships are worth 1-4 skulls (the player with the most skulls played on a trade ship captures it if the lead is kept for one full pass around the table). There are 4 Pirate Captains (1 of each color) to help win the battles and 1 Admiral to help defend the trade ships. The game is playable with 2-5 players individually. With partners it can be played with up to 6 or 8.

",1992,2,8,20,10,,,2700.0,"['Card Game', 'Nautical', 'Pirates']","['Card Play Conflict Resolution', 'Hand Management']",['Reiner Knizia'],"['Haris Bitsakakis', 'Vincent Burger', 'Kevin Keele', 'Gary Locke', 'Nima Majlesi', 'Chechu Nieto', 'Pierre-Louis Puaud', 'Camila Queiroz', 'Piotr Sokołowski', 'Franz Vohwinkel', '槻城 ゆう子 (Tsukishiro Yuko)']","['(Unknown)', 'AMIGO', 'ASYNCRON games', 'cosaic', 'Dal Negro', 'Educa Korea', 'Gamewright', ""Geeks N' Orcs"", 'Group SNE', 'Heidelberger Spieleverlag', 'HomoLudicus', 'Kaissa Chess & Games', 'Kanga Games', 'Muduko', 'Neptuno Games', 'Nürnberger-Spielkarten-Verlag', 'Outset Media', 'Pixie Games', 'Reflexshop', 'Roomiz Games', 'Tilsit', 'Trefl Joker Line', 'Yes Papa Games']"
